Gene_ID	Symbol	Synonyms	Chromosome	Gene_Name	Source
100289274	DNAJC3-DT		13	DNAJC3 divergent transcript	HGNC_RNA_long_non_coding
414245	DNAJC9-AS1	bA537A6.3	10	DNAJC9 antisense RNA 1	HGNC_RNA_long_non_coding
729723	DNAJC27-AS1		2	DNAJC27 antisense RNA 1	HGNC_RNA_long_non_coding
100874284	DNM3-IT1		1	DNM3 intronic transcript 1	HGNC_RNA_long_non_coding
100628315	DNM3OS	MIR199A2HG	1	DNM3 opposite strand/antisense RNA	HGNC_RNA_long_non_coding
100188954	DNMBP-AS1	FLJ40792|bA287G8.2	10	DNMBP antisense RNA 1	HGNC_RNA_long_non_coding
105372833	DNMT3L-AS1		21	DNMT3L antisense RNA 1	HGNC_RNA_long_non_coding
100506413	DOCK4-AS1		7	DOCK4 antisense RNA 1	HGNC_RNA_long_non_coding
157983	DOCK8-AS1	FLJ31158	9	DOCK8 antisense RNA 1	HGNC_RNA_long_non_coding
100874096	DOCK9-AS1		13	DOCK9 antisense RNA 1	HGNC_RNA_long_non_coding
100861541	DOCK9-DT		13	DOCK9 divergent transcript	HGNC_RNA_long_non_coding
100507466	DPH6-DT		15	DPH6 divergent transcript	HGNC_RNA_long_non_coding
100131604	DPP4-DT		2	DPP4 divergent transcript	HGNC_RNA_long_non_coding
100131094	DPP9-AS1		19	DPP9 antisense RNA 1	HGNC_RNA_long_non_coding
389023	DPP10-AS1	BC032913	2	DPP10 antisense RNA 1	HGNC_RNA_long_non_coding
106478969	DPP10-AS2		2	DPP10 antisense RNA 2	HGNC_RNA_long_non_coding
101927591	DPP10-AS3		2	DPP10 antisense RNA 3	HGNC_RNA_long_non_coding
400684	DPY19L3-DT		19	DPY19L3 divergent transcript	HGNC_RNA_long_non_coding
100873932	DPYD-AS1		1	DPYD antisense RNA 1	HGNC_RNA_long_non_coding
100873933	DPYD-AS2		1	DPYD antisense RNA 2	HGNC_RNA_long_non_coding
100874267	DPYD-IT1		1	DPYD intronic transcript 1	HGNC_RNA_long_non_coding
145837	DRAIC	-	15	downregulated RNA in cancer, inhibitor of cell invasion and migration	HGNC_RNA_long_non_coding
100506492	DSCAM-AS1	M41	21	DSCAM antisense RNA 1	HGNC_RNA_long_non_coding
100874326	DSCAM-IT1		21	DSCAM intronic transcript 1	HGNC_RNA_long_non_coding
101927698	DSCAS		18	DSC1/DSC2 antisense RNA	HGNC_RNA_long_non_coding
10281	DSCR4	DCRB	21	Down syndrome critical region 4	HGNC_RNA_long_non_coding
100874327	DSCR4-IT1		21	DSCR4 intronic transcript 1	HGNC_RNA_long_non_coding
84677	DSCR8	MTAG2|CT25.1a|CT25.1b|MMA-1a|MMA-1b	21	Down syndrome critical region 8	HGNC_RNA_long_non_coding
257203	DSCR9	NCRNA00038	21	Down syndrome critical region 9	HGNC_RNA_long_non_coding
259234	DSCR10	-	21	Down syndrome critical region 10	HGNC_RNA_long_non_coding
643542	DSEL-AS1		18	DSEL antisense RNA 1	HGNC_RNA_long_non_coding
101927718	DSG1-AS1		18	DSG1 antisense RNA 1	HGNC_RNA_long_non_coding
100652770	DSG2-AS1		18	DSG2 antisense RNA 1	HGNC_RNA_long_non_coding
101930010	DST-AS1		6	DST antisense RNA 1	HGNC_RNA_long_non_coding
101929526	DTD1-AS1		20	DTD1 antisense RNA 1	HGNC_RNA_long_non_coding
101929272	DTNB-AS1		2	DTNB antisense RNA 1	HGNC_RNA_long_non_coding
344595	DUBR		3	DPPA2 upstream binding RNA	HGNC_RNA_long_non_coding
105378481	DUSP5-DT		10	DUSP5 divergent transcript	HGNC_RNA_long_non_coding
101927666	DYNLL2-DT		17	DYNLL2 divergent transcript	HGNC_RNA_long_non_coding
105372876	DYRK3-AS1		1	DYRK3 antisense RNA 1	HGNC_RNA_long_non_coding
100874268	E2F3-IT1		6	E2F3 intronic transcript 1	HGNC_RNA_long_non_coding
102723322	E2F5-DT		8	E2F5 divergent transcript	HGNC_RNA_long_non_coding
100873956	EAF1-AS1		3	EAF1 antisense RNA 1	HGNC_RNA_long_non_coding
100506801	ECE1-AS1		1	ECE1 antisense RNA 1	HGNC_RNA_long_non_coding
100507506	ECI2-DT		6	ECI2 divergent transcript	HGNC_RNA_long_non_coding
105379057	EDIL3-DT		5	EDIL3 divergent transcript	HGNC_RNA_long_non_coding
100505518	EDNRB-AS1		13	EDNRB antisense RNA 1	HGNC_RNA_long_non_coding
101927983	EDRF1-AS1		10	EDRF1 antisense RNA 1	HGNC_RNA_long_non_coding
399821	EDRF1-DT		10	EDRF1 divergent transcript	HGNC_RNA_long_non_coding
100874197	EFCAB6-AS1	CITF22-123F2.1	22	EFCAB6 antisense RNA 1	HGNC_RNA_long_non_coding
107985564	EFCAB6-DT		22	EFCAB6 divergent transcript	HGNC_RNA_long_non_coding
102724508	EFCAB13-DT	THCAT158	17	EFCAB13 divergent transcript	HGNC_RNA_long_non_coding
100130197	EFCAB14-AS1	KIAA0494-AS1	1	EFCAB14 antisense RNA 1	HGNC_RNA_long_non_coding
100874117	EGFLAM-AS1	lncRNA-LOWEG|CTD-2108O9.1	5	EGFLAM antisense RNA 1	HGNC_RNA_long_non_coding
100506475	EGFLAM-AS2		5	EGFLAM antisense RNA 2	HGNC_RNA_long_non_coding
100874116	EGFLAM-AS3	tbp1	5	EGFLAM antisense RNA 3	HGNC_RNA_long_non_coding
100852408	EGFLAM-AS4		5	EGFLAM antisense RNA 4	HGNC_RNA_long_non_coding
100507500	EGFR-AS1	-	7	EGFR antisense RNA 1	HGNC_RNA_long_non_coding
116435281	EGILA	Lnc-EGFR	14	EGFR interacting lncRNA	HGNC_RNA_long_non_coding
105370445	EGLN3-AS1		14	EGLN3 antisense RNA 1	HGNC_RNA_long_non_coding
100126791	EGOT	EGO|NCRNA00190	3	eosinophil granule ontogeny transcript	HGNC_RNA_long_non_coding
101928363	EHD4-AS1		15	EHD4 antisense RNA 1	HGNC_RNA_long_non_coding
339926	EHHADH-AS1	-	3	EHHADH antisense RNA 1	HGNC_RNA_long_non_coding
106478954	EHMT2-AS1		6	EHMT2 and SLC44A4 antisense RNA 1	HGNC_RNA_long_non_coding
100874078	EIF1AX-AS1		X	EIF1AX antisense RNA 1	HGNC_RNA_long_non_coding
440952	EIF1B-AS1	FLJ33065	3	EIF1B antisense RNA 1	HGNC_RNA_long_non_coding
101928403	EIF2AK3-DT		2	EIF2AK3 divergent transcript	HGNC_RNA_long_non_coding
105374249	EIF2B5-DT		3	EIF2B5 divergent transcript	HGNC_RNA_long_non_coding
645212	EIF3J-DT	EIF3J-AS1	15	EIF3J divergent transcript	HGNC_RNA_long_non_coding
100874301	EIPR1-IT1		2	EIPR1 intronic transcript 1	HGNC_RNA_long_non_coding
107984955	ELAVL4-AS1		1	ELAVL4 antisense RNA 1	HGNC_RNA_long_non_coding
102725541	ELDR	Fabl	7	EGFR long non-coding downstream RNA	HGNC_RNA_long_non_coding
102723465	ELF3-AS1	ENST00000415582|SCAT7	1	ELF3 antisense RNA 1	HGNC_RNA_long_non_coding
101927125	ELFN1-AS1	MYCLo-2	7	ELFN1 antisense RNA 1	HGNC_RNA_long_non_coding
100861514	ELMO1-AS1		7	ELMO1 antisense RNA 1	HGNC_RNA_long_non_coding
107986809	ELN-AS1	CTB-51J22.1	7	ELN antisense RNA 1	HGNC_RNA_long_non_coding
100506963	ELOA-AS1		1	ELOA antisense RNA 1	HGNC_RNA_long_non_coding
100506409	ELOVL2-AS1		6	ELOVL2 antisense RNA 1	HGNC_RNA_long_non_coding
101927895	EMC1-AS1		1	EMC1 antisense RNA 1	HGNC_RNA_long_non_coding
442075	EMC3-AS1		3	EMC3 antisense RNA 1	HGNC_RNA_long_non_coding
100287177	EML2-AS1		19	EML2 antisense RNA 1	HGNC_RNA_long_non_coding
102723824	EML4-AS1		2	EML4 antisense RNA 1	HGNC_RNA_long_non_coding
105374667	EML6-AS1		2	EML6 antisense RNA 1	HGNC_RNA_long_non_coding
101927746	EMSLR	EMS	7	E2F1 mRNA stabilizing lncRNA	HGNC_RNA_long_non_coding
196047	EMX2OS	NCRNA00045|EMX2-AS1	10	EMX2 opposite strand/antisense RNA	HGNC_RNA_long_non_coding
100505975	ENO1-AS1		1	ENO1 antisense RNA 1	HGNC_RNA_long_non_coding
106480431	ENO1-IT1		1	ENO1 intronic transcript 1	HGNC_RNA_long_non_coding
100874129	ENOX1-AS1		13	ENOX1 antisense RNA 1	HGNC_RNA_long_non_coding
100874130	ENOX1-AS2		13	ENOX1 antisense RNA 2	HGNC_RNA_long_non_coding
728558	ENTPD1-AS1		10	ENTPD1 antisense RNA 1	HGNC_RNA_long_non_coding
285266	ENTPD3-AS1	FLJ36665	3	ENTPD3 antisense RNA 1	HGNC_RNA_long_non_coding
101927279	EP300-AS1		22	EP300 antisense RNA 1	HGNC_RNA_long_non_coding
114915	EPB41L4A-AS1	TIGA1	5	EPB41L4A antisense RNA 1	HGNC_RNA_long_non_coding
54508	EPB41L4A-DT	FLJ11235	5	EPB41L4A divergent transcript	HGNC_RNA_long_non_coding
101927043	EPCAM-DT	-	2	EPCAM divergent transcript	HGNC_RNA_long_non_coding
105373767	EPCART	TPCAT-2-180961|PRCAT122|PCAT-2-180961	2	ERG-positive prostate cancer associated androgen responsive transcript	HGNC_RNA_long_non_coding
285965	EPHA1-AS1	-	7	EPHA1 antisense RNA 1	HGNC_RNA_long_non_coding
100144602	EPHA5-AS1		4	EPHA5 antisense RNA 1	HGNC_RNA_long_non_coding
100874018	EPN2-AS1		17	EPN2 antisense RNA 1	HGNC_RNA_long_non_coding
100874309	EPN2-IT1		17	EPN2 intronic transcript 1	HGNC_RNA_long_non_coding
105378720	EPS15-AS1		1	EPS15 antisense RNA 1	HGNC_RNA_long_non_coding
118732300	ERBIN-DT		5	ERBIN divergent transcript	HGNC_RNA_long_non_coding
711	ERC2-IT1	Po42	3	ERC2 intronic transcript 1	HGNC_RNA_long_non_coding
105378991	ERCC8-AS1		5	ERCC8 antisense RNA 1	HGNC_RNA_long_non_coding
100874278	ERI3-IT1		1	ERI3 intronic transcript 1	HGNC_RNA_long_non_coding
104355217	ERICD	TCONS_00014875|ERIC	8	E2F1-regulated inhibitor of cell death	HGNC_RNA_long_non_coding
101927320	ERICH3-AS1		1	ERICH3 antisense RNA 1	HGNC_RNA_long_non_coding
101928085	ERICH6-AS1		3	ERICH6 antisense RNA 1	HGNC_RNA_long_non_coding
101929441	ERLNC1	TC0101441|ElncRNA1	1	estrogen receptor responsive lncRNA 1	HGNC_RNA_long_non_coding
790952	ESRG	HESRG	3	embryonic stem cell related	HGNC_RNA_long_non_coding
101929517	ETS1-AS1	pancEts-1	11	ETS1 antisense RNA 1	HGNC_RNA_long_non_coding
100873934	ETV5-AS1		3	ETV5 antisense RNA 1	HGNC_RNA_long_non_coding
105375037	ETV7-AS1		6	ETV7 and PTX1 antisense RNA 1	HGNC_RNA_long_non_coding
101927884	EVA1A-AS	EVA1A-AS1	2	EVA1A antisense RNA	HGNC_RNA_long_non_coding
101410536	EVX1-AS	EVX1-AS1	7	EVX1 antisense RNA	HGNC_RNA_long_non_coding
283673	EWSAT1	FLJ33768	15	Ewing sarcoma associated transcript 1	HGNC_RNA_long_non_coding
116349	EXOC3-AS1	C5orf55	5	EXOC3 antisense RNA 1	HGNC_RNA_long_non_coding
105376736	EXOSC10-AS1		1	EXOSC10 antisense RNA 1	HGNC_RNA_long_non_coding
101929402	EXTL3-AS1		8	EXTL3 antisense RNA 1	HGNC_RNA_long_non_coding
101409257	EZR-AS1		6	EZR antisense RNA 1	HGNC_RNA_long_non_coding
104413892	F10-AS1		13	F10 antisense RNA 1	HGNC_RNA_long_non_coding
285441	F11-AS1	-	4	F11 antisense RNA 1	HGNC_RNA_long_non_coding
105377690	FABP6-AS1		5	FABP6 antisense RNA 1	HGNC_RNA_long_non_coding
105378715	FAF1-AS1		1	FAF1 antisense RNA 1	HGNC_RNA_long_non_coding
100874054	FALEC	ncRNA-a1|FAL1	1	focally amplified long non-coding RNA in epithelial cancer	HGNC_RNA_long_non_coding
105377108	FAM3D-AS1	lnc-KCTD6-3	3	FAM3D antisense RNA 1	HGNC_RNA_long_non_coding
285512	FAM13A-AS1	NCRNA00039	4	FAM13A antisense RNA 1	HGNC_RNA_long_non_coding
100133121	FAM27B	bA12A20.3|FAM27A2	9	family with sequence similarity 27 member B	HGNC_RNA_long_non_coding
100132948	FAM27C	bA374M1.5|FAM27A3|bA7G23.5|FAM27A1	9	family with sequence similarity 27 member C	HGNC_RNA_long_non_coding
724094	FAM27D1	OTTHUMG00000013267	9	family with sequence similarity 27 member D1	HGNC_RNA_long_non_coding
100289124	FAM27E2		9	family with sequence similarity 27 member E2	HGNC_RNA_long_non_coding
100131997	FAM27E3	MGC42630	9	family with sequence similarity 27 member E3	HGNC_RNA_long_non_coding
107987001	FAM27E4		9	family with sequence similarity 27 member E4	HGNC_RNA_long_non_coding
284123	FAM27E5	MGC35151	17	family with sequence similarity E5	HGNC_RNA_long_non_coding
9834	FAM30A	HSPC053	14	family with sequence similarity 30 member A	HGNC_RNA_long_non_coding
105379202	FAM30B	HsT16028	15	family with sequence similarity 30 member B	HGNC_RNA_long_non_coding
654499	FAM30C	HsT16041	15	family with sequence similarity 30 member C	HGNC_RNA_long_non_coding
340618	FAM41AY1		Y	family with sequence similarity 41 member A, Y-linked 1	HGNC_RNA_long_non_coding
100302526	FAM41AY2		Y	family with sequence similarity 41 member A, Y-linked 2	HGNC_RNA_long_non_coding
284593	FAM41C		1	family with sequence similarity 41 member C	HGNC_RNA_long_non_coding
101927944	FAM53B-AS1		10	FAM53B antisense RNA 1	HGNC_RNA_long_non_coding
100133172	FAM66A	-	8	family with sequence similarity 66 member A	HGNC_RNA_long_non_coding
100128890	FAM66B	FAM66E	8	family with sequence similarity 66 member B	HGNC_RNA_long_non_coding
440078	FAM66C		12	family with sequence similarity 66 member C	HGNC_RNA_long_non_coding
100132923	FAM66D	-	8	family with sequence similarity 66 member D	HGNC_RNA_long_non_coding
100132103	FAM66E	-	8	family with sequence similarity 66 member E	HGNC_RNA_long_non_coding
401507	FAM74A1		9	family with sequence similarity 74 member A1	HGNC_RNA_long_non_coding
728495	FAM74A3	OTTHUMG00000067149	9	family with sequence similarity 74 member A3	HGNC_RNA_long_non_coding
401508	FAM74A4	FLJ45202	9	family with sequence similarity 74 member A4	HGNC_RNA_long_non_coding
653123	FAM74A6		9	family with sequence similarity 74 member A6	HGNC_RNA_long_non_coding
100996582	FAM74A7		9	family with sequence similarity 74 member A7	HGNC_RNA_long_non_coding
105371586	FAM78B-AS1		1	FAM78B antisense RNA 1	HGNC_RNA_long_non_coding
100131726	FAM83A-AS1	HCCC11	8	FAM83A antisense RNA 1	HGNC_RNA_long_non_coding
140846	FAM83C-AS1	dJ614O4.3	20	FAM83C antisense RNA 1	HGNC_RNA_long_non_coding
100128338	FAM83H-AS1	onco-lncRNA-3	8	FAM83H antisense RNA 1 (head to head)	HGNC_RNA_long_non_coding
619423	FAM85A		8	family with sequence similarity 85 member A	HGNC_RNA_long_non_coding
105379219	FAM85B		8	family with sequence similarity 85 member B	HGNC_RNA_long_non_coding
157693	FAM87A		8	family with sequence similarity 87 member A	HGNC_RNA_long_non_coding
400728	FAM87B	FLJ40008	1	family with sequence similarity 87 member B	HGNC_RNA_long_non_coding
90499	FAM95A	DKFZp434H0923	2	family with sequence similarity 95 member A	HGNC_RNA_long_non_coding
100133036	FAM95B1	DKFZp686P0734	9	family with sequence similarity 95 member B1	HGNC_RNA_long_non_coding
100289137	FAM95C	-	9	family with sequence similarity 95 member C	HGNC_RNA_long_non_coding
387742	FAM99A	FLJ42833	11	family with sequence similarity 99 member A	HGNC_RNA_long_non_coding
100132464	FAM99B	DKFZp781M09150	11	family with sequence similarity 99 member B	HGNC_RNA_long_non_coding
101927204	FAM111A-DT		11	FAM111A divergent transcript	HGNC_RNA_long_non_coding
101928397	FAM131B-AS1		7	FAM131B antisense RNA 1	HGNC_RNA_long_non_coding
105377849	FAM135A-AS1		6	FAM135A antisense RNA 1	HGNC_RNA_long_non_coding
645520	FAM138A	F379	1	family with sequence similarity 138 member A	HGNC_RNA_long_non_coding
654412	FAM138B	F379	2	family with sequence similarity 138 member B	HGNC_RNA_long_non_coding
654835	FAM138C	F379	9	family with sequence similarity 138 member C	HGNC_RNA_long_non_coding
677784	FAM138D	F379	12	family with sequence similarity 138 member D	HGNC_RNA_long_non_coding
100124412	FAM138E	F379	15	family with sequence similarity 138 member E	HGNC_RNA_long_non_coding
641702	FAM138F	F379	19	family with sequence similarity 138 member F	HGNC_RNA_long_non_coding
100874375	FAM155A-IT1		13	FAM155A intronic transcript 1	HGNC_RNA_long_non_coding
728262	FAM157A		3	family with sequence similarity 157 member A	HGNC_RNA_long_non_coding
100132403	FAM157B	-	9	family with sequence similarity 157 member B	HGNC_RNA_long_non_coding
100996541	FAM157C		16	family with sequence similarity 157 member C	HGNC_RNA_long_non_coding
105377486	FAM160A1-DT	RP11-610P16.1	4	FAM160A1 divergent transcript	HGNC_RNA_long_non_coding
83656	FAM167A-AS1		8	FAM167A antisense RNA 1	HGNC_RNA_long_non_coding
100506733	FAM170B-AS1		10	FAM170B antisense RNA 1	HGNC_RNA_long_non_coding
283592	FAM181A-AS1		14	FAM181A antisense RNA 1	HGNC_RNA_long_non_coding
284800	FAM182A	bB329D4.1|C20orf91A	20	family with sequence similarity 182 member A	HGNC_RNA_long_non_coding
728882	FAM182B	-	20	family with sequence similarity 182 member B	HGNC_RNA_long_non_coding
105377750	FAM193B-DT		5	FAM193B divergent transcript	HGNC_RNA_long_non_coding
252946	FAM197Y2	CYorf16|FAM197Y2P	Y	family with sequence similarity 197 Y-linked member 2	HGNC_RNA_long_non_coding
107987341	FAM197Y3		Y	family with sequence similarity 197 Y-linked member 3	HGNC_RNA_long_non_coding
100289188	FAM197Y4		Y	family with sequence similarity 197 Y-linked member 4	HGNC_RNA_long_non_coding
100289150	FAM197Y5		Y	family with sequence similarity 197 Y-linked member 5	HGNC_RNA_long_non_coding
105379270	FAM197Y6		Y	family with sequence similarity 197 Y-linked member 6	HGNC_RNA_long_non_coding
105379269	FAM197Y7		Y	family with sequence similarity 197 Y-linked member 7	HGNC_RNA_long_non_coding
105379268	FAM197Y8		Y	family with sequence similarity 197 Y-linked member 8	HGNC_RNA_long_non_coding
100132932	FAM197Y9		Y	family with sequence similarity 197 Y-linked member 9	HGNC_RNA_long_non_coding
285505	FAM198B-AS1		4	FAM198B antisense RNA 1	HGNC_RNA_long_non_coding
158228	FAM201A		9	family with sequence similarity 201 member A	HGNC_RNA_long_non_coding
339742	FAM201B		2	family with sequence similarity 201 member B	HGNC_RNA_long_non_coding
23591	FAM215A	APR-2|LINC00530	17	family with sequence similarity 215 member A	HGNC_RNA_long_non_coding
644297	FAM215B	ARL17A-IT1	17	family with sequence similarity 215 member B	HGNC_RNA_long_non_coding
152756	FAM218A	FLJ31659|TRIM61-AS1	4	family with sequence similarity 218 member A	HGNC_RNA_long_non_coding
84983	FAM222A-AS1		12	FAM222A antisense RNA 1	HGNC_RNA_long_non_coding
100132967	FAM223A	SPCX	X	family with sequence similarity 223 member A	HGNC_RNA_long_non_coding
286967	FAM223B		X	family with sequence similarity 223 member B	HGNC_RNA_long_non_coding
401630	FAM224A		Y	family with sequence similarity 224 member A	HGNC_RNA_long_non_coding
401629	FAM224B	LINC00230B|NCRNA00230B	Y	family with sequence similarity 224 member B	HGNC_RNA_long_non_coding
286333	FAM225A	DKFZp686A0127	9	family with sequence similarity 225 member A	HGNC_RNA_long_non_coding
100128385	FAM225B		9	family with sequence similarity 225 member B	HGNC_RNA_long_non_coding
203429	FAM226A	MGC34827	X	family with sequence similarity 226 member A	HGNC_RNA_long_non_coding
653687	FAM226B	CXorf50B|LINC00246B|NCRNA00246B	X	family with sequence similarity 226 member B	HGNC_RNA_long_non_coding
653203	FAM230A	DGCR15	22	family with sequence similarity 230 member A	HGNC_RNA_long_non_coding
642633	FAM230B	FLJ46366	22	family with sequence similarity 230 member B	HGNC_RNA_long_non_coding
26080	FAM230C	DKFZP434B061	13	family with sequence similarity 230 member C	HGNC_RNA_long_non_coding
100996415	FAM230D	AC008079.1	22	family with sequence similarity 230 member D	HGNC_RNA_long_non_coding
642643	FAM230E		22	family with sequence similarity 230 member E	HGNC_RNA_long_non_coding
100996432	FAM230F		22	family with sequence similarity 230 member F	HGNC_RNA_long_non_coding
101927859	FAM230G	AC007731.1	22	family with sequence similarity 230 member G	HGNC_RNA_long_non_coding
100996335	FAM230H	AP000552.1	22	family with sequence similarity 230 member H	HGNC_RNA_long_non_coding
388882	FAM230I		22	family with sequence similarity 230 member I	HGNC_RNA_long_non_coding
729461	FAM230J		22	family with sequence similarity 230 member J	HGNC_RNA_long_non_coding
645528	FAM238A	bA128B16.2	10	family with sequence similarity 238 member A	HGNC_RNA_long_non_coding
731789	FAM238B		10	family with sequence similarity 238 member B	HGNC_RNA_long_non_coding
387644	FAM238C	bB27G4.1	10	family with sequence similarity 238 member C	HGNC_RNA_long_non_coding
101930105	FAM239A		X	family with sequence similarity 239 member A	HGNC_RNA_long_non_coding
729162	FAM239B		X	family with sequence similarity 239 member B	HGNC_RNA_long_non_coding
107987330	FAM239C		X	family with sequence similarity 239 member C	HGNC_RNA_long_non_coding
105372587	FAM242A	TCONS_00028363	20	family with sequence similarity 242 member A	HGNC_RNA_long_non_coding
105379478	FAM242B		20	family with sequence similarity 242 member B	HGNC_RNA_long_non_coding
112488744	FAM242C		12	family with sequence similarity 242 member C	HGNC_RNA_long_non_coding
112488742	FAM242D		9	family with sequence similarity 242 member D	HGNC_RNA_long_non_coding
105379438	FAM242E		9	family with sequence similarity 242 member E	HGNC_RNA_long_non_coding
105376064	FAM242F		9	family with sequence similarity 242 member F	HGNC_RNA_long_non_coding
728218	FAM245A		10	family with sequence similarity 245 member A	HGNC_RNA_long_non_coding
102724643	FAM245B		10	family with sequence similarity 245 member B	HGNC_RNA_long_non_coding
105372935	FAM247A		22	family with sequence similarity 247 member A	HGNC_RNA_long_non_coding
117751732	FAM247B		22	family with sequence similarity 247 member B	HGNC_RNA_long_non_coding
105377182	FAM247C		22	family with sequence similarity 247 member C	HGNC_RNA_long_non_coding
105372942	FAM247D		22	family with sequence similarity 247 member D	HGNC_RNA_long_non_coding
101410540	FANK1-AS1		10	FANK1 antisense RNA 1	HGNC_RNA_long_non_coding
106478978	FAR1-IT1		11	FAR1 intronic transcript 1	HGNC_RNA_long_non_coding
100874080	FARP1-AS1		13	FARP1 antisense RNA 1	HGNC_RNA_long_non_coding
106144598	FARSA-AS1		19	FARSA antisense RNA 1	HGNC_RNA_long_non_coding
100302740	FAS-AS1	SAF	10	FAS antisense RNA 1	HGNC_RNA_long_non_coding
283932	FBXL19-AS1	MGC125469|MGC125470|MGC125472	16	FBXL19 antisense RNA 1	HGNC_RNA_long_non_coding
101928440	FBXO3-DT		11	FBXO3 divergent transcript	HGNC_RNA_long_non_coding
100507557	FBXO30-DT		6	FBXO30 divergent transcript	HGNC_RNA_long_non_coding
100874344	FBXO36-IT1		2	FBXO36 intronic transcript 1	HGNC_RNA_long_non_coding
102191832	FBXW7-AS1	DEAR|DEspR	4	FBXW7 antisense RNA 1	HGNC_RNA_long_non_coding
118597832	FCHO2-DT	TCONS_00010375	5	FCHO2 divergent transcript	HGNC_RNA_long_non_coding
400550	FENDRR	lincFOXF1|onco-lncRNA-21	16	FOXF1 adjacent non-coding developmental regulatory RNA	HGNC_RNA_long_non_coding
439941	FER1L6-AS1	FLJ35721	8	FER1L6 antisense RNA 1	HGNC_RNA_long_non_coding
157376	FER1L6-AS2	FLJ32770	8	FER1L6 antisense RNA 2	HGNC_RNA_long_non_coding
154860	FEZF1-AS1	-	7	FEZF1 antisense RNA 1	HGNC_RNA_long_non_coding
100505641	FGD5-AS1		3	FGD5 antisense RNA 1	HGNC_RNA_long_non_coding
101927075	FGF10-AS1	RP11-473L15.2	5	FGF10 antisense RNA 1	HGNC_RNA_long_non_coding
100873986	FGF12-AS1		3	FGF12 antisense RNA 1	HGNC_RNA_long_non_coding
100873987	FGF12-AS2		3	FGF12 antisense RNA 2	HGNC_RNA_long_non_coding
100873988	FGF12-AS3		3	FGF12 antisense RNA 3	HGNC_RNA_long_non_coding
100129662	FGF13-AS1		X	FGF13 antisense RNA 1	HGNC_RNA_long_non_coding
100874081	FGF14-AS1		13	FGF14 antisense RNA 1	HGNC_RNA_long_non_coding
283481	FGF14-AS2		13	FGF14 antisense RNA 2	HGNC_RNA_long_non_coding
283480	FGF14-IT1		13	FGF14 intronic transcript 1	HGNC_RNA_long_non_coding
105378756	FGGY-DT		1	FGGY divergent transcript	HGNC_RNA_long_non_coding
101927417	FHAD1-AS1		1	FHAD1 antisense RNA 1	HGNC_RNA_long_non_coding
105369971	FIGNL2-DT		12	FIGNL2 divergent transcript	HGNC_RNA_long_non_coding
100132735	FILNC1		6	FOXO induced long non-coding RNA 1	HGNC_RNA_long_non_coding
286467	FIRRE	LINC01200	X	firre intergenic repeating RNA element	HGNC_RNA_long_non_coding
105375215	FKBP14-AS1		7	FKBP14 antisense RNA 1	HGNC_RNA_long_non_coding
339400	FLG-AS1		1	FLG antisense RNA 1	HGNC_RNA_long_non_coding
110437700	FLICR		X	FOXP3 regulating long intergenic non-coding RNA	HGNC_RNA_long_non_coding
105377105	FLNB-AS1		3	FLNB antisense RNA 1	HGNC_RNA_long_non_coding
110806300	FLNC-AS1		7	FLNC antisense RNA 1	HGNC_RNA_long_non_coding
642946	FLVCR1-DT	LQK1	1	FLVCR1 divergent transcript	HGNC_RNA_long_non_coding
339192	FMNL1-DT		17	FMNL1 divergent transcript	HGNC_RNA_long_non_coding
100126270	FMR1-AS1	ASFMR1|FMR4	X	FMR1 antisense RNA 1	HGNC_RNA_long_non_coding
106478973	FMR1-IT1		X	FMR1 intronic transcript 1	HGNC_RNA_long_non_coding
100874312	FNDC1-IT1		6	FNDC1 intronic transcript 1	HGNC_RNA_long_non_coding
101929548	FOCAD-AS1		9	FOCAD antisense RNA 1	HGNC_RNA_long_non_coding
103752587	FOXC2-AS1	ODRUL	16	FOXC2 antisense RNA 1	HGNC_RNA_long_non_coding
101927703	FOXCUT	TCONS_00011636	6	FOXC1 upstream transcript	HGNC_RNA_long_non_coding
106144539	FOXD1-AS1	TCONS_00009423	5	FOXD1 antisense RNA 1	HGNC_RNA_long_non_coding
84793	FOXD2-AS1	MGC12982	1	FOXD2 adjacent opposite strand RNA 1	HGNC_RNA_long_non_coding
100996301	FOXD3-AS1	pasFOXD3	1	FOXD3 antisense RNA 1	HGNC_RNA_long_non_coding
105374880	FOXF2-DT		6	FOXF2 divergent transcript	HGNC_RNA_long_non_coding
103695363	FOXG1-AS1	FOXG1-AS	14	FOXG1 antisense RNA 1	HGNC_RNA_long_non_coding
100288524	FOXL3-OT1		7	FOXL3 overlapping transcript 1	HGNC_RNA_long_non_coding
400236	FOXN3-AS1		14	FOXN3 antisense RNA 1	HGNC_RNA_long_non_coding
29018	FOXN3-AS2	PRO1768	14	FOXN3 antisense RNA 2	HGNC_RNA_long_non_coding
101929901	FOXO6-AS1		1	FOXO6 antisense RNA 1	HGNC_RNA_long_non_coding
104502416	FOXP1-AS1		3	FOXP1 antisense RNA 1	HGNC_RNA_long_non_coding
100506815	FOXP1-IT1		3	FOXP1 intronic transcript 1	HGNC_RNA_long_non_coding
101060264	FOXP4-AS1	-	6	FOXP4 antisense RNA 1	HGNC_RNA_long_non_coding
100874073	FREM2-AS1		13	FREM2 antisense RNA 1	HGNC_RNA_long_non_coding
728339	FRG1-DT		4	FRG1 divergent transcript	HGNC_RNA_long_non_coding
