Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
C,993,CDC25A,GO:0000278,biological_process,mitotic cell cycle,,1,15,4,30044,0.0026583357111827958,0.003866670125356794,5.555361575049502,3,5,1,0
D,56616,DIABLO,GO:0005739,cellular_component,mitochondrion,,1,8,12,30043,0.0038854893463668837,0.0038854893463668833,5.55050634521376,5,1,1,1
K,3824,KLRD1,GO:0045087,biological_process,innate immune response,,1,4,17,30042,0.002990229773345213,0.0038872987053487768,5.550040782792005,4,14,1,0
W,25937,WWTR1,GO:0005634,cellular_component,nucleus,,2,2,585,29475,0.0022247182866236815,0.0038932570015914425,5.548509196197983,5,11,0,1
C,1499,CTNNB1,GO:0005488,molecular_function,binding,,12,283,2565,27204,0.003302772251681663,0.0039032762974419654,5.545939002245936,1,52,0,0
E,2146,EZH2,GO:0030182,biological_process,neuron differentiation,,1,94,0,29969,0.003159925492333648,0.0039034373728827417,5.545897736369511,4,15,1,0
E,2146,EZH2,GO:0060429,biological_process,epithelium development,,1,94,0,29969,0.003159925492333648,0.0039034373728827417,5.545897736369511,4,20,1,0
E,2100,ESR2,GO:0007165,biological_process,signal transduction,,4,114,157,29789,0.003788085903003864,0.003918709554831584,5.541992874572424,2,41,0,2
C,857,CAV1,GO:0051179,biological_process,localization,,5,37,711,29311,0.003101690631445461,0.003936761186065393,5.537396927721067,1,10,0,0
C,841,CASP8,GO:0031265,cellular_component,CD95 death-inducing signaling complex,,1,88,0,29975,0.0029603512507125774,0.003947135000950103,5.534765279453338,5,1,0,1
A,171023,ASXL1,GO:0000785,cellular_component,chromatin,,3,36,217,29808,0.0029090993805856455,0.003948063445080518,5.534530087357524,2,5,1,0
W,7490,WT1,GO:0005634,cellular_component,nucleus,,10,173,577,29304,0.0033314074252900044,0.003979181091318616,5.5266792368065465,5,11,0,6
I,3440,IFNA2,GO:0045087,biological_process,innate immune response,,1,5,17,30041,0.003587261473165553,0.003985846081295059,5.525005672765239,4,14,1,0
P,10419,PRMT5,GO:0006397,biological_process,mRNA processing,,1,34,2,30027,0.003488600746197545,0.003986972281368623,5.524723162859751,7,7,1,0
F,2177,FANCD2,GO:0007059,biological_process,chromosome segregation,,1,7,9,30047,0.0026582031873866605,0.00398730478107999,5.524639769792529,2,1,1,0
C,891,CCNB1,GO:0051301,biological_process,cell division,,2,39,54,29969,0.002667096479290936,0.004000644718936404,5.521299751116203,2,18,1,0
M,4323,MMP14,GO:0031638,biological_process,zymogen activation,,1,94,0,29969,0.003159925492333648,0.004021723353879189,5.51604477321983,6,4,1,1
M,4323,MMP14,GO:0060541,biological_process,respiratory system development,,1,94,0,29969,0.003159925492333648,0.004021723353879189,5.51604477321983,4,1,1,0
P,10298,PAK4,GO:0007049,biological_process,cell cycle,,2,0,1348,28714,0.002014960971507142,0.004029921943014284,5.514008272190212,2,2,1,0
C,8697,CDC23,GO:0007049,biological_process,cell cycle,,2,0,1348,28714,0.002014960971507142,0.004029921943014284,5.514008272190212,2,2,1,0
P,56979,PRDM9,GO:0016571,biological_process,histone methylation,,1,2,26,30035,0.0026919227822135828,0.004037884173320374,5.512034443673179,5,3,1,0
C,712,C1QA,GO:0001525,biological_process,angiogenesis,,8,89,751,29216,0.003197293132812077,0.004038686062499465,5.511835871963081,3,5,0,0
C,1019,CDK4,GO:0040007,biological_process,growth,,7,88,5540,24429,0.003314508409772321,0.00405106583416617,5.50877526355664,1,10,1,0
U,8615,USO1,GO:0005783,cellular_component,endoplasmic reticulum,,1,0,121,29942,0.004058009579699247,0.004058009579699247,5.507062676886562,5,5,1,1
M,8685,MARCO,GO:0006909,biological_process,phagocytosis,,1,0,122,29941,0.00409127195332974,0.00409127195332974,5.498899366240948,3,1,1,0
R,5925,RB1,GO:0007265,biological_process,Ras protein signal transduction,,1,106,0,29957,0.003559073975575804,0.004115179284259523,5.493072877330852,5,8,1,1
M,4609,MYC,GO:0040007,biological_process,growth,,26,206,5521,24311,0.0037046685572232436,0.004151783727922601,5.484217223125836,1,10,0,0
U,5976,UPF1,GO:0003723,molecular_function,RNA binding,,1,1,24,30038,0.001662454826730915,0.0041561370668272875,5.483169225820451,4,32,1,1
P,5111,PCNA,GO:0006260,biological_process,DNA replication,,2,37,63,29962,0.0032391249939625806,0.00416458927795189,5.481137620962528,5,2,1,0
C,1277,COL1A1,GO:0019838,molecular_function,growth factor binding,,1,15,4,30044,0.0026583357111827958,0.004177384689001536,5.4780699007478555,3,19,1,0
A,538,ATP7A,GO:0005524,molecular_function,ATP binding,,1,5,20,30038,0.004184094484853847,0.004184094484853847,5.476464970052446,5,1,0,1
H,57493,HEG1,GO:0005911,cellular_component,cell-cell junction,,1,50,1,30012,0.0033899407306736498,0.0041875738437733324,5.475633747652505,4,13,0,1
T,7157,TP53,GO:0001525,biological_process,angiogenesis,,13,1045,746,28260,0.0037097288074917807,0.004193606478034187,5.474194180653339,3,5,0,0
M,4361,MRE11,GO:0000723,biological_process,telomere maintenance,,1,9,9,30045,0.0033217595285431095,0.004227693945418503,5.466098601149005,5,8,0,1
M,4361,MRE11,GO:0007059,biological_process,chromosome segregation,,1,9,9,30045,0.0033217595285431095,0.004227693945418503,5.466098601149005,2,1,1,0
C,916,CD3E,GO:0043235,cellular_component,receptor complex,,1,8,12,30043,0.0038854893463668837,0.004238715650582055,5.463494968224131,2,16,1,0
E,1978,EIF4EBP1,GO:0005488,molecular_function,binding,,24,125,2553,27362,0.0028270416771627505,0.004240562515744126,5.463059349730422,1,52,0,0
S,6504,SLAMF1,GO:0023052,biological_process,signaling,,8,12,4105,25939,0.0033061566058642305,0.004250772778968297,5.460654482229463,1,6,0,0
C,1062,CENPE,GO:0030496,cellular_component,midbody,,1,3,15,30045,0.0021271991571099207,0.0042543983142198415,5.459801933719524,2,1,1,2
R,29127,RACGAP1,GO:0030496,cellular_component,midbody,,1,3,15,30045,0.0021271991571099207,0.0042543983142198415,5.459801933719524,2,1,1,3
F,2353,FOS,GO:0000785,cellular_component,chromatin,,3,40,217,29804,0.003845050300344094,0.004272278111493438,5.455608078438203,2,5,1,0
A,5243,ABCB1,GO:0009986,cellular_component,cell surface,,6,57,684,29317,0.0032051048859205807,0.004273473181227441,5.455328390976947,2,1,1,1
M,407040,MIR34A,GO:0001525,biological_process,angiogenesis,,7,68,752,29237,0.0028549665567294685,0.004282449835094203,5.4532300417647415,3,5,0,0
I,3688,ITGB1,GO:0048870,biological_process,cell motility,,3,42,197,29822,0.0033506585462965066,0.00430798955952408,5.447283943199734,2,12,1,0
O,5020,OXT,GO:0023052,biological_process,signaling,,6,6,4107,25945,0.0028763112667048608,0.004314466900057291,5.445781507836442,1,6,0,0
P,5424,POLD1,GO:0006260,biological_process,DNA replication,,1,1,64,29998,0.004319505851767676,0.004319505851767676,5.444614269433604,5,2,1,1
K,9493,KIF23,GO:0030496,cellular_component,midbody,,1,4,15,30044,0.0026583357112252817,0.0043197955307410826,5.44454720869323,2,1,1,4
M,4318,MMP9,GO:0006508,biological_process,proteolysis,,3,121,68,29872,0.003190742057410453,0.004330292792199901,5.442120119808125,4,6,1,4
P,56288,PARD3,GO:0070160,cellular_component,tight junction,,1,2,28,30033,0.002891132065710081,0.004336698098565121,5.44064202721241,5,3,1,0
M,8777,MPDZ,GO:0070160,cellular_component,tight junction,,1,2,28,30033,0.002891132065710081,0.004336698098565121,5.44064202721241,5,3,1,0
M,64398,MPP5,GO:0070160,cellular_component,tight junction,,1,2,28,30033,0.002891132065710081,0.004336698098565121,5.44064202721241,5,3,1,0
R,6236,RRAD,GO:0010467,biological_process,gene expression,,5,21,1211,28827,0.0034741272559871915,0.0043426590699839895,5.439268429550657,4,4,0,0
A,19,ABCA1,GO:0005524,molecular_function,ATP binding,,1,4,20,30039,0.0034879051909556947,0.004359881488694618,5.435310403482678,5,1,0,1
C,998,CDC42,GO:0006897,biological_process,endocytosis,,2,38,65,29959,0.0036132435919815215,0.0043608112317018366,5.4350971766117055,3,8,1,1
I,3611,ILK,GO:0048870,biological_process,cell motility,,2,13,198,29851,0.004367442895053108,0.004367442895053108,5.43357759101507,2,12,1,0
A,238,ALK,GO:0016301,molecular_function,kinase activity,,3,78,108,29875,0.003390382710815478,0.004387554096349442,5.428983360613868,4,133,1,0
M,5594,MAPK1,GO:0005737,cellular_component,cytoplasm,,2,722,426,28914,0.0037027831545616823,0.0044311995128361115,5.419084961184881,2,5,0,2
G,2736,GLI2,GO:0046903,biological_process,secretion,,5,46,597,29416,0.0034814370304019613,0.004441833452581812,5.416688048003488,4,10,0,0
P,5069,PAPPA,GO:0006508,biological_process,proteolysis,,2,36,69,29957,0.0036589876975977793,0.00444305648994016,5.416412740740487,4,6,1,0
R,5972,REN,GO:0009986,cellular_component,cell surface,,11,174,679,29200,0.0037986248583742905,0.004453560178783651,5.4140514624894385,2,1,0,0
C,8454,CUL1,GO:0007049,biological_process,cell cycle,,4,11,1346,28703,0.0037114939687901425,0.004453792762548171,5.413999239620062,2,2,1,0
B,578,BAK1,GO:0001836,biological_process,release of cytochrome c from mitochondria,,1,52,1,30010,0.00352276230202469,0.004462165582564607,5.412121074165803,7,1,1,1
I,3643,INSR,GO:0016301,molecular_function,kinase activity,,2,25,109,29928,0.004464321018056848,0.004464321018056848,5.411638143841574,4,133,1,0
B,672,BRCA1,GO:0009293,biological_process,transduction,,5,154,189,29716,0.003791139973427727,0.00447160099429937,5.410008770209382,4,1,0,0
F,2324,FLT4,GO:0040007,biological_process,growth,,12,17,5535,24500,0.003496648694621022,0.0044956911787984565,5.404635856739542,1,10,0,0
B,673,BRAF,GO:0016049,biological_process,cell growth,,5,25,1081,28953,0.00409396806751081,0.004503364874261891,5.402930411795511,2,6,0,0
B,683,BST1,GO:0061812,molecular_function,cyclic ADP-ribose hydrolase,,1,93,0,29970,0.003126663118730141,0.004533661522158705,5.39622538293477,5,1,0,2
B,683,BST1,GO:0061811,molecular_function,ADP-ribosyl cyclase activity,,1,93,0,29970,0.003126663118730141,0.004533661522158705,5.39622538293477,3,1,0,2
P,5292,PIM1,GO:0006915,biological_process,apoptotic process,,1,5,22,30036,0.004581817629688417,0.004581817629688417,5.385659497207704,4,18,1,0
M,5595,MAPK3,GO:0010467,biological_process,gene expression,,6,410,1210,28438,0.0036474831643165603,0.004582735257731063,5.3854592412744395,4,4,0,0
C,6356,CCL11,GO:0040007,biological_process,growth,,6,4,5541,24513,0.004173486889737384,0.004590835578711123,5.383693228185369,1,10,1,0
I,3569,IL6,GO:0005488,molecular_function,binding,,8,220,2569,27267,0.004028487497406211,0.004593889251428135,5.383028282226507,1,52,0,0
S,6648,SOD2,GO:0010467,biological_process,gene expression,,6,30,1210,28818,0.002974257612378293,0.004610099299186354,5.379505882251905,4,4,0,0
H,3172,HNF4A,GO:0023052,biological_process,signaling,,8,12,4105,25939,0.0033061566058642305,0.004628619248209923,5.375496673889157,1,6,0,0
I,3557,IL1RN,GO:0040007,biological_process,growth,,6,4,5541,24513,0.004173486889737384,0.004637207655263761,5.373642892331867,1,10,0,0
M,4609,MYC,GO:0009293,biological_process,transduction,,6,226,188,29644,0.004074601907012294,0.004646475858873669,5.371646226531078,4,1,0,0
R,6117,RPA1,GO:0005657,cellular_component,replication fork,,1,5,16,30042,0.003388250906765054,0.004658844996801949,5.3689877163291815,2,2,1,0
T,7153,TOP2A,GO:0007049,biological_process,cell cycle,,3,4,1347,28710,0.0027595048580012728,0.004669931298156,5.366610918725176,2,2,1,0
H,1839,HBEGF,GO:0040007,biological_process,growth,,5,2,5542,24515,0.0032147862360688327,0.004676052707009212,5.3653009636203555,1,10,1,0
D,1642,DDB1,GO:0000151,cellular_component,ubiquitin ligase complex,,1,13,6,30044,0.0032554866795867746,0.004702369648292007,5.35968871683474,3,10,1,0
A,208,AKT2,GO:0023052,biological_process,signaling,,8,13,4105,25938,0.004707275793571536,0.004707275793571536,5.358645926061289,1,6,0,0
P,5663,PSEN1,GO:0006508,biological_process,proteolysis,,1,1,70,29992,0.004717758132778808,0.004717758132778808,5.356421564088438,4,6,1,0
R,8438,RAD54L,GO:0035825,biological_process,homologous recombination,,1,1,70,29992,0.004717758132778808,0.004717758132778808,5.356421564088438,6,2,1,0
C,1378,CR1,GO:0045087,biological_process,innate immune response,,1,5,17,30041,0.003587261473165553,0.004783015297554071,5.342684115971285,4,14,1,0
S,6599,SMARCC1,GO:0016514,cellular_component,SWI/SNF complex,,1,3,8,30052,0.0011969675494646597,0.004787870197858639,5.341669601541392,4,1,0,4
N,4780,NFE2L2,GO:0005634,cellular_component,nucleus,,6,69,581,29408,0.0034829844101515696,0.004789103563958408,5.341412032472653,5,11,0,5
M,4286,MITF,GO:0060070,biological_process,canonical Wnt signaling pathway,,1,14,6,30043,0.00348767342131954,0.004795550954314368,5.340066675409204,6,18,1,0
T,123036,TC2N,GO:0010467,biological_process,gene expression,,5,22,1211,28826,0.0041236728060693225,0.004810951607080876,5.3368603751221295,4,4,0,0
R,5878,RAB5C,GO:0006897,biological_process,endocytosis,,1,0,66,29997,0.0022285790314266036,0.004828587901424308,5.333201214016718,3,8,1,1
G,2890,GRIA1,GO:0006897,biological_process,endocytosis,,1,0,66,29997,0.0022285790314266036,0.004828587901424308,5.333201214016718,3,8,1,0
W,8936,WASF1,GO:0006897,biological_process,endocytosis,,1,0,66,29997,0.0022285790314266036,0.004828587901424308,5.333201214016718,3,8,1,0
D,1793,DOCK1,GO:0006897,biological_process,endocytosis,,1,0,66,29997,0.0022285790314266036,0.004828587901424308,5.333201214016718,3,8,1,0
S,6280,S100A9,GO:0006954,biological_process,inflammatory response,,1,1,72,29990,0.0048504911903464116,0.0048504911903464116,5.3286753028007645,4,5,1,1
M,2475,MTOR,GO:0040007,biological_process,growth,,110,650,5437,23867,0.003822563006943058,0.004865080190654801,5.325672080303283,1,10,1,0
S,10599,SLCO1B1,GO:0016020,cellular_component,membrane,,2,1,1227,28834,0.00487316739196515,0.00487316739196515,5.324011164804704,2,16,0,1
F,11124,FAF1,GO:0007253,biological_process,cytoplasmic sequestering of NF-kappaB,,1,43,1,30019,0.0029249955258244032,0.004874992543040672,5.323636704166179,6,1,0,1
X,7498,XDH,GO:0023052,biological_process,signaling,,7,9,4106,25942,0.003284585416744317,0.004926878125116475,5.313049731850371,1,6,0,0
M,4311,MME,GO:0005737,cellular_component,cytoplasm,,3,20,425,29616,0.004106091374243893,0.0049273096490926715,5.312962150004691,2,5,0,2
G,26585,GREM1,GO:0040007,biological_process,growth,,24,50,5523,24467,0.0038457912596746953,0.004944588762438894,5.309461479663131,1,10,1,0
E,2146,EZH2,GO:0007049,biological_process,cell cycle,,11,84,1339,28630,0.0035498305189670667,0.004969762726553893,5.304383181149282,2,2,1,0
S,6528,SLC5A5,GO:0005886,cellular_component,plasma membrane,,2,13,191,29858,0.0040745277881650286,0.004979978407757257,5.30232972374669,3,3,0,1
P,5747,PTK2,GO:0031012,cellular_component,extracellular matrix,,11,570,206,29277,0.00350560441601882,0.0049816483806583226,5.301994442581841,3,8,0,0
C,925,CD8A,GO:0040007,biological_process,growth,,60,393,5487,24124,0.003345358585966317,0.005018037878949475,5.294716282451516,1,10,0,0
C,1234,CCR5,GO:0009986,cellular_component,cell surface,,2,3,688,29371,0.0050233808287643705,0.0050233808287643705,5.293652100093494,2,1,1,1
S,989,SEPTIN7,GO:0051301,biological_process,cell division,,2,42,54,29966,0.003065933352281024,0.005049772580227569,5.288412070327215,2,18,1,0
S,6714,SRC,GO:0005515,molecular_function,protein binding,,2,202,12,29848,0.003951481046970847,0.005062835091431398,5.285828657839971,2,110,0,110
T,7157,TP53,GO:0051318,biological_process,G1 phase,,9,1049,81,28925,0.004421936366186245,0.005072221125919516,5.283976465415942,3,2,0,0
M,4313,MMP2,GO:0005488,molecular_function,binding,,6,184,2571,27303,0.004060167148501369,0.005075208935626711,5.283387585320112,1,52,0,0
C,968,CD68,GO:0016020,cellular_component,membrane,,4,13,1225,28822,0.0043156564977344086,0.0051248420910596105,5.273655565932913,2,16,0,1
C,6347,CCL2,GO:0001525,biological_process,angiogenesis,,6,54,753,29251,0.003995397319039963,0.005170514177581129,5.26478314132944,3,5,0,1
M,9927,MFN2,GO:0005739,cellular_component,mitochondrion,,1,5,12,30046,0.002591877375494415,0.00518375475098883,5.2622256298882935,5,1,1,2
C,901,CCNG2,GO:0051301,biological_process,cell division,,1,1,55,30007,0.0037219780630142565,0.005210769288219959,5.2570277780286645,2,18,1,0
C,6387,CXCL12,GO:0040007,biological_process,growth,,11,15,5536,24502,0.004170582509287026,0.005213228136608782,5.256556011136518,1,10,1,0
G,2922,GRP,GO:0040007,biological_process,growth,,6,4,5541,24513,0.004173486889737384,0.00521685861217173,5.255859856675484,1,10,0,0
F,2305,FOXM1,GO:0007568,biological_process,aging,,2,54,51,29957,0.0044183942651026134,0.005236615425306801,5.252079900540687,2,5,1,0
I,3569,IL6,GO:0001837,biological_process,epithelial to mesenchymal transition,,3,225,41,29795,0.004533886446706596,0.005262546768498728,5.247140192887478,5,5,1,0
K,8850,KAT2B,GO:0051726,biological_process,regulation of cell cycle,,1,8,14,30041,0.004482064318738512,0.005296985103963697,5.24061746858838,4,7,1,1
F,2521,FUS,GO:0008380,biological_process,RNA splicing,,1,16,7,30040,0.004515264701758299,0.005312076119715646,5.237772537144928,7,3,1,1
T,8995,TNFSF18,GO:0023052,biological_process,signaling,,9,16,4104,25935,0.004285356302331332,0.005356695377914165,5.229408028005887,1,6,0,0
P,63978,PRDM14,GO:0006306,biological_process,DNA methylation,,1,0,162,29901,0.0054217668974248815,0.0054217668974248815,5.21733352082083,4,4,1,0
E,7430,EZR,GO:0005488,molecular_function,binding,,9,29,2568,27458,0.004073059425188739,0.005430745900251652,5.2156787879413615,1,52,0,0
N,8829,NRP1,GO:0014909,biological_process,smooth muscle cell migration,,1,47,2,30014,0.0047822973525082635,0.005434428809668481,5.215000858749018,5,2,1,0
C,768,CA9,GO:0008219,biological_process,cell death,,6,48,834,29176,0.003857567791641206,0.005464887704825041,5.209411705629701,2,4,0,0
B,580,BARD1,GO:0006281,biological_process,DNA repair,,3,23,362,29676,0.0037509688700518135,0.005482185271614189,5.206251485318342,5,15,1,0
A,6790,AURKA,GO:0005874,cellular_component,microtubule,,2,33,73,29956,0.0034639947165070136,0.005501638667393493,5.202709291592789,6,7,1,0
C,972,CD74,GO:0009986,cellular_component,cell surface,,4,25,686,29349,0.0041401150216555365,0.005520153362207382,5.19934963607049,2,1,1,3
S,6469,SHH,GO:0005615,cellular_component,extracellular space,,2,39,69,29954,0.004248510855326121,0.005523064111923957,5.198822479960271,2,1,0,1
H,3312,HSPA8,GO:0005764,cellular_component,lysosome,,1,2,36,30025,0.0036877039220648187,0.005531555883097228,5.197286149838139,7,6,0,1
C,1277,COL1A1,GO:0030198,biological_process,extracellular matrix organization,,1,15,5,30043,0.0031892072181630236,0.005539149378914725,5.195914331723824,5,9,0,1
T,8743,TNFSF10,GO:0045569,molecular_function,TRAIL binding,,1,141,0,29922,0.004723257051698716,0.00556669581093063,5.190953612744722,3,1,1,0
N,30833,NT5C,GO:0016311,biological_process,dephosphorylation,,1,1,83,29979,0.0055803647887243185,0.0055803647887243185,5.188501130402371,5,8,1,1
P,5499,PPP1CA,GO:0016311,biological_process,dephosphorylation,,1,1,83,29979,0.0055803647887243185,0.0055803647887243185,5.188501130402371,5,8,1,1
R,9475,ROCK2,GO:0006468,biological_process,protein phosphorylation,,1,7,9,30047,0.0026582031873866605,0.0055822266935119874,5.188167533171316,6,19,0,1
R,10111,RAD50,GO:0000785,cellular_component,chromatin,,2,11,218,29833,0.00394274576647821,0.005585556502510798,5.18757120907744,2,5,1,0
C,9857,CEP350,GO:0005813,cellular_component,centrosome,,1,2,13,30048,0.0013964156650639516,0.0055856626602558065,5.187552203498288,3,1,1,1
T,7291,TWIST1,GO:0010467,biological_process,gene expression,,5,23,1211,28825,0.004855440728428535,0.005602431609725234,5.184554559463167,4,4,0,0
T,7124,TNF,GO:0005615,cellular_component,extracellular space,,4,278,67,29715,0.004499341625761212,0.005624177032201515,5.1806806469817275,2,1,0,5
C,919,CD247,GO:0001816,biological_process,cytokine production,,2,48,59,29955,0.004659450563949423,0.005657904256224299,5.174701728086818,2,54,1,0
W,7465,WEE1,GO:0000278,biological_process,mitotic cell cycle,,1,28,4,30031,0.0048140680890146025,0.0056893531961081665,5.169158711099952,3,5,1,0
C,6366,CCL21,GO:0042110,biological_process,T cell activation,,1,1,85,29977,0.005713040312577144,0.005713040312577144,5.165003942976042,4,6,1,0
S,57823,SLAMF7,GO:0042110,biological_process,T cell activation,,1,1,85,29977,0.005713040312577144,0.005713040312577144,5.165003942976042,4,6,0,1
A,498,ATP5F1A,GO:0006119,biological_process,oxidative phosphorylation,,1,3,26,30034,0.003587678681775776,0.005740285890841241,5.160246263124211,3,1,1,0
C,914,CD2,GO:0046649,biological_process,lymphocyte activation,,1,4,25,30034,0.004316922562995581,0.005755896750660774,5.1575304278071314,3,6,1,0
S,6742,SSBP1,GO:0006260,biological_process,DNA replication,,1,0,64,29999,0.002162054284207903,0.005765478091221074,5.155867198739323,5,2,1,0
R,5985,RFC5,GO:0006260,biological_process,DNA replication,,1,0,64,29999,0.002162054284207903,0.005765478091221074,5.155867198739323,5,2,1,1
C,8099,CDK2AP1,GO:0006260,biological_process,DNA replication,,1,0,64,29999,0.002162054284207903,0.005765478091221074,5.155867198739323,5,2,1,0
R,10535,RNASEH2A,GO:0006260,biological_process,DNA replication,,1,0,64,29999,0.002162054284207903,0.005765478091221074,5.155867198739323,5,2,1,1
R,5984,RFC4,GO:0006260,biological_process,DNA replication,,1,0,64,29999,0.002162054284207903,0.005765478091221074,5.155867198739323,5,2,1,0
G,51659,GINS2,GO:0006260,biological_process,DNA replication,,1,0,64,29999,0.002162054284207903,0.005765478091221074,5.155867198739323,5,2,1,0
G,9837,GINS1,GO:0006260,biological_process,DNA replication,,1,0,64,29999,0.002162054284207903,0.005765478091221074,5.155867198739323,5,2,1,0
E,2041,EPHA1,GO:0016301,molecular_function,kinase activity,,2,27,109,29926,0.005139102169784929,0.005781489941008045,5.153093854255277,4,133,1,0
P,5189,PEX1,GO:0005777,cellular_component,peroxisome,,1,2,28,30033,0.002891132065710081,0.005782264131420162,5.152959954760628,6,9,0,1
P,5371,PML,GO:0006281,biological_process,DNA repair,,2,7,363,29692,0.00500172149333456,0.005835341742223652,5.143822447311051,5,15,1,0
T,7157,TP53,GO:0016477,biological_process,cell migration,,6,1052,465,28541,0.005055105026887831,0.005841454697737049,5.14277542108202,3,34,0,0
E,7430,EZR,GO:0016020,cellular_component,membrane,,6,32,1223,28803,0.004146417092697952,0.0058537653073382845,5.1406701825071766,2,16,0,1
R,5901,RAN,GO:0000278,biological_process,mitotic cell cycle,,1,18,4,30041,0.003156143667238107,0.005861409667727913,5.139365146689814,3,5,1,1
C,11064,CNTRL,GO:0007049,biological_process,cell cycle,,2,1,1348,28713,0.005864178544209817,0.005864178544209817,5.138892867349397,2,2,1,0
C,3576,CXCL8,GO:0030593,biological_process,neutrophil chemotaxis,,1,123,0,29940,0.004124534326835492,0.005869529618958201,5.137980781409482,5,1,1,1
A,207,AKT1,GO:0016236,biological_process,macroautophagy,,5,1405,19,28635,0.004540263071631575,0.005890071011846368,5.1344872250506794,4,1,1,0
I,3479,IGF1,GO:0007265,biological_process,Ras protein signal transduction,,1,146,0,29917,0.0048895689197162445,0.005908229111323796,5.131409135220001,5,8,1,1
S,11037,STON1,GO:0006897,biological_process,endocytosis,,1,1,66,29996,0.004452265463558951,0.005936353951411935,5.126660146961455,3,8,1,0
T,7157,TP53,GO:0005488,molecular_function,binding,,66,992,2511,26495,0.005103579426633942,0.005941480526529068,5.125796929774014,1,52,0,0
M,5594,MAPK1,GO:0040007,biological_process,growth,,105,619,5442,23898,0.004887608487748532,0.005946590326760715,5.124937278008915,1,10,1,0
S,6382,SDC1,GO:0007610,biological_process,behavior,,5,276,107,29676,0.004097040994231793,0.005950464301146176,5.124286028662998,1,27,0,0
A,8289,ARID1A,GO:0016514,cellular_component,SWI/SNF complex,,1,5,8,30050,0.0017949736094544323,0.005983245364848108,5.118792155077836,4,1,0,3
H,3082,HGF,GO:0023052,biological_process,signaling,,67,286,4046,25665,0.004938663377595339,0.006006482486264601,5.114915978604214,1,6,0,0
N,4771,NF2,GO:0016020,cellular_component,membrane,,20,864,1209,27971,0.0042339970909496625,0.006020214613694052,5.112632370181567,2,16,0,1
I,3575,IL7R,GO:0046649,biological_process,lymphocyte activation,,1,6,25,30032,0.006038669411322641,0.006038669411322641,5.109571587442808,3,6,1,0
I,3688,ITGB1,GO:0003779,molecular_function,actin binding,,1,44,2,30017,0.004483851421597902,0.006053199419157168,5.107168317107734,4,2,1,1
E,1950,EGF,GO:0007049,biological_process,cell cycle,,1,179,1349,28535,0.005559407237805965,0.006080601666350274,5.102651629618814,2,2,1,0
S,6422,SFRP1,GO:0007369,biological_process,gastrulation,,1,17,6,30040,0.0041839555082603475,0.006085753466560506,5.101804736615631,4,2,1,0
R,6261,RYR1,GO:0005783,cellular_component,endoplasmic reticulum,,1,0,121,29942,0.004058009579699247,0.006087014369548871,5.101597568778398,5,5,1,0
R,80196,RNF34,GO:0023052,biological_process,signaling,,14,35,4099,25916,0.005579766852602194,0.006087018384656939,5.101596909159987,1,6,0,0
C,1281,COL3A1,GO:0050817,biological_process,coagulation,,1,2,31,30030,0.0031898962483225706,0.006089801928615816,5.101139721826061,2,2,1,0
F,2247,FGF2,GO:0070851,molecular_function,growth factor receptor binding,,1,168,0,29895,0.005621341138993532,0.006103170379478692,5.098946908477216,4,21,1,0
F,2247,FGF2,GO:0007265,biological_process,Ras protein signal transduction,,1,168,0,29895,0.005621341138993532,0.006103170379478692,5.098946908477216,5,8,1,0
T,9320,TRIP12,GO:0006508,biological_process,proteolysis,,1,0,70,29993,0.002361628525871487,0.006140234167265867,5.092892399559137,4,6,1,0
D,54788,DNAJB12,GO:0006508,biological_process,proteolysis,,1,0,70,29993,0.002361628525871487,0.006140234167265867,5.092892399559137,4,6,1,0
R,6091,ROBO1,GO:0006508,biological_process,proteolysis,,1,0,70,29993,0.002361628525871487,0.006140234167265867,5.092892399559137,4,6,1,0
B,57448,BIRC6,GO:0006508,biological_process,proteolysis,,1,0,70,29993,0.002361628525871487,0.006140234167265867,5.092892399559137,4,6,1,0
U,9039,UBA3,GO:0006508,biological_process,proteolysis,,1,0,70,29993,0.002361628525871487,0.006140234167265867,5.092892399559137,4,6,1,1
H,8924,HERC2,GO:0006508,biological_process,proteolysis,,1,0,70,29993,0.002361628525871487,0.006140234167265867,5.092892399559137,4,6,1,0
V,84313,VPS25,GO:0006508,biological_process,proteolysis,,1,0,70,29993,0.002361628525871487,0.006140234167265867,5.092892399559137,4,6,1,0
H,3105,HLA-A,GO:0003823,molecular_function,antigen binding,,1,18,7,30038,0.005045297662283698,0.006166474920568964,5.088627930011184,2,3,1,0
R,5921,RASA1,GO:0051301,biological_process,cell division,,1,2,55,30006,0.0055778615446376205,0.006197623938486245,5.083589296112695,2,18,1,0
P,29108,PYCARD,GO:0061702,cellular_component,inflammasome complex,,1,33,4,30026,0.0056422026617358855,0.006206422927909474,5.082170567048886,2,5,1,0
M,92140,MTDH,GO:0051059,molecular_function,NF-kappaB binding,,1,38,3,30022,0.0051791000452279315,0.006214920054273518,5.080802417453199,6,1,0,1
S,6850,SYK,GO:0070527,biological_process,platelet aggregation,,1,3,38,30022,0.005179100045688283,0.0062149200548259394,5.080802417364312,5,1,1,0
